,City,State,Population,Latitude,Longitude,Cluster Labels,Cluster Names,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
651,Sailu,Maharashtra,39851.0,19.50589155,76.50246991608606,0,Food Hubs,Platform,Clothing Store,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
652,Vyara,Gujarat,39789.0,21.1176744,73.38577020000001,0,Food Hubs,Cricket Ground,Diner,Gift Shop,Vegetarian / Vegan Restaurant,Department Store,Women's Store,Fireworks Store,Falafel Restaurant,Farm,Farmers Market
653,Kovvur,Andhra Pradesh,39667.0,17.01796845,81.710121083101,4,Indian Cuisine Restaurants,Indian Restaurant,Motel,Vegetarian / Vegan Restaurant,Train Station,Park,Multiplex,Café,Platform,Pizza Place,Hotel
654,Vadalur,Tamil Nadu,39514.0,11.555187199999999,79.55506700000001,0,Food Hubs,Indian Restaurant,Pharmacy,Bus Station,Farm,Restaurant,Park,Airport Terminal,South Indian Restaurant,ATM,Currency Exchange
655,Nawabganj,Uttar Pradesh,39241.0,26.92228995,81.207643234204,1,Stations,Train Station,Motorcycle Shop,ATM,Men's Store,River,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market
656,Padra,Gujarat,39205.0,22.241119100000002,73.0857027,0,Food Hubs,Pizza Place,Sandwich Place,Café,Movie Theater,Hotel Bar,Sporting Goods Shop,Shopping Mall,Fast Food Restaurant,Fabric Shop,Factory
657,Sainthia,West Bengal,39145.0,23.869885800000002,87.67969840644173,1,Stations,ATM,Train Station,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
658,Siana,Uttar Pradesh,38999.0,28.573008500000004,78.0773188032408,0,Food Hubs,Playground,Resort,Women's Store,Field,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
659,Shahpur,Karnataka,38907.0,16.8513397,77.2004192,0,Food Hubs,Café,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fish & Chips Shop
660,Sojat,Rajasthan,38883.0,25.9245937,73.6652394,2,ATM Hubs,ATM,Hotel,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
661,Noorpur,Uttar Pradesh,38806.0,29.1500679,78.4074691,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
662,Paravoor,Kerala,38652.0,9.4521739,76.342065,0,Food Hubs,Indian Restaurant,Resort,Lake,Fast Food Restaurant,Café,Asian Restaurant,Boat or Ferry,Lighthouse,Harbor / Marina,Beach
663,Murtijapur,Maharashtra,38554.0,20.7235047,77.42830962740643,3,Mobile Stores and Women utility,Mobile Phone Shop,ATM,Train Station,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
664,Ramnagar,Bihar,38554.0,27.29093925,84.2936148560828,0,Food Hubs,National Park,Resort,Hotel,Platform,River,Fast Food Restaurant,Exhibit,Fabric Shop,Factory,Falafel Restaurant
665,Taki,West Bengal,38263.0,22.5859414,88.92672990000001,2,ATM Hubs,ATM,River,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
666,Pathanamthitta,Kerala,38009.0,9.283404399999998,76.96066275907359,0,Food Hubs,Rest Area,Waterfall,Tourist Information Center,Lake,Bus Stop,Electronics Store,Women's Store,Exhibit,Fabric Shop,Factory
667,Wadi,Karnataka,37988.0,17.051694,76.99125749999999,1,Stations,Train Station,ATM,Pharmacy,Café,Women's Store,Fast Food Restaurant,Exhibit,Fabric Shop,Factory,Falafel Restaurant
668,Rameshwaram,Tamil Nadu,37968.0,9.284465699999998,79.3125553,0,Food Hubs,Temple,Beach,Historic Site,Indian Restaurant,Hotel,Surf Spot,Resort,Factory,Falafel Restaurant,Farm
669,Tasgaon,Maharashtra,37945.0,17.09048585,74.68326753168,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
670,Sihora,Madhya Pradesh,37870.0,23.4907117,80.10672029999999,2,ATM Hubs,Motorcycle Shop,ATM,Fish & Chips Shop,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
671,Tiruvethipuram,Tamil Nadu,37802.0,12.6563891,79.5404577,0,Food Hubs,Pharmacy,Sculpture Garden,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
672,Tiruvuru,Andhra Pradesh,37802.0,17.1132968,80.61073959999999,2,ATM Hubs,Pharmacy,ATM,Women's Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
673,Mehkar,Maharashtra,37715.0,20.26384775,76.63371229145882,3,Mobile Stores and Women utility,Mobile Phone Shop,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
674,Peringathur,Kerala,37699.0,11.722132499999999,75.5856579,0,Food Hubs,Boat or Ferry,Bus Station,Train Station,Park,Women's Store,Field,Factory,Falafel Restaurant,Farm,Farmers Market
675,Perambalur,Tamil Nadu,37631.0,11.2287716,78.8182555496278,4,Indian Cuisine Restaurants,Indian Restaurant,Juice Bar,Restaurant,Bus Station,Cafeteria,Food Court,Fast Food Restaurant,Fabric Shop,Factory,Falafel Restaurant
676,Manvi,Karnataka,37613.0,15.9967483,77.0481181,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
677,Attingal,Kerala,37346.0,8.6960538,76.81486899999999,0,Food Hubs,Coffee Shop,Irish Pub,Train Station,Flea Market,Park,Women's Store,Fast Food Restaurant,Fabric Shop,Factory,Falafel Restaurant
678,Shahbad,Haryana,37289.0,30.14855065,76.84074742084039,4,Indian Cuisine Restaurants,Indian Restaurant,Café,Fast Food Restaurant,ATM,Train Station,Punjabi Restaurant,Recreation Center,Women's Store,Exhibit,Fabric Shop
679,Nelamangala,Karnataka,37232.0,13.095302400000001,77.39635859999999,4,Indian Cuisine Restaurants,Indian Restaurant,Resort,North Indian Restaurant,Road,Vegetarian / Vegan Restaurant,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm
680,Nakodar,Punjab,36973.0,31.1264364,75.4761382,0,Food Hubs,Monument / Landmark,Boutique,Pizza Place,Currency Exchange,Department Store,Dessert Shop,Women's Store,Fish & Chips Shop,Falafel Restaurant,Farm
681,Murshidabad,West Bengal,36947.0,24.1745993,88.2721335,0,Food Hubs,Train Station,Clothing Store,ATM,Accessories Store,Hotel,Pharmacy,Chocolate Shop,Fireworks Store,Fabric Shop,Factory
682,Mahe,Puducherry,36828.0,11.7021978,75.53647009999999,0,Food Hubs,Train Station,Boat or Ferry,Park,Indian Restaurant,Bus Station,Diner,Shopping Mall,Historic Site,Falafel Restaurant,Farm
683,Lanka,Assam,36805.0,25.91331045,93.02566787197168,3,Mobile Stores and Women utility,Mobile Phone Shop,Train Station,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
684,Rudauli,Uttar Pradesh,36776.0,26.72658105,81.71043872043722,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
685,Lakshmeshwar,Karnataka,36754.0,15.123729999999998,75.4741167,4,Indian Cuisine Restaurants,Indian Restaurant,Movie Theater,Bus Station,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
686,Zira,Punjab,36732.0,30.971299,74.9881797,4,Indian Cuisine Restaurants,Motorcycle Shop,Manadonese Restaurant,Indian Restaurant,IT Services,Field,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm
687,Yawal,Maharashtra,36706.0,21.22666185,75.69541123568386,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
688,Thana Bhawan,Uttar Pradesh,36669.0,29.5837,77.4190818,0,Food Hubs,Tourist Information Center,Motorcycle Shop,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
689,Ramdurg,Karnataka,36649.0,15.944954899999999,75.2967797,0,Food Hubs,Diner,Women's Store,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
690,Pulgaon,Maharashtra,36522.0,20.725766,78.3176067,3,Mobile Stores and Women utility,Mobile Phone Shop,Train Station,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
691,Sadasivpet,Telangana,36334.0,17.6211902,77.95032640000001,2,ATM Hubs,ATM,Asian Restaurant,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
692,Nargund,Karnataka,36291.0,15.722038099999999,75.3846247,0,Food Hubs,Bus Station,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fish & Chips Shop
693,Neem-Ka-Thana,Rajasthan,36231.0,27.736010399999998,75.7854205,2,ATM Hubs,ATM,Clothing Store,Men's Store,Women's Store,Flea Market,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
694,Memari,West Bengal,36207.0,23.1756813,88.09639190000001,1,Stations,Train Station,Women's Store,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
695,Nilanga,Maharashtra,36172.0,18.084625600000006,76.80790172814622,3,Mobile Stores and Women utility,ATM,Mobile Phone Shop,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
696,Naharlagun,Arunachal Pradesh,36158.0,27.1032229,93.6923098,0,Food Hubs,Women's Store,Ice Cream Shop,Fried Chicken Joint,Hotel,Pizza Place,Bank,Train Station,Fast Food Restaurant,Fabric Shop,Factory
697,Pakaur,Jharkhand,36029.0,24.64788505,87.84290308567452,1,Stations,ATM,Train Station,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
698,Wai,Maharashtra,36025.0,17.9423742,73.91925349215948,4,Indian Cuisine Restaurants,Indian Restaurant,Scenic Lookout,Food,Village,Hotel,Bus Station,Restaurant,Garden Center,Burger Joint,Women's Store
699,Tarikere,Karnataka,35942.0,13.7072003,75.81662879999999,0,Food Hubs,South Indian Restaurant,Platform,Fast Food Restaurant,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
700,Malavalli,Karnataka,35851.0,12.3864073,77.05894640000001,0,Food Hubs,Scenic Lookout,Punjabi Restaurant,Breakfast Spot,Field,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
701,Uravakonda,Andhra Pradesh,35565.0,14.872214199999998,77.26206804106354,0,Food Hubs,Pharmacy,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
702,Savanur,Karnataka,35563.0,14.975024300000001,75.3397064,0,Food Hubs,Train Station,Motel,ATM,Indian Restaurant,Diner,Fast Food Restaurant,Fireworks Store,Factory,Falafel Restaurant,Farm
703,Sirohi,Rajasthan,35544.0,24.8114047,72.83002573160249,0,Food Hubs,Rajasthani Restaurant,Diner,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
704,Udhampur,Jammu and Kashmir,35507.0,33.0,75.166667,4,Indian Cuisine Restaurants,Indian Restaurant,Restaurant,Asian Restaurant,Hotel,Train Station,Department Store,Women's Store,Fabric Shop,Factory,Falafel Restaurant
705,Umarga,Maharashtra,35477.0,17.840653399999997,76.58855543010084,3,Mobile Stores and Women utility,Mobile Phone Shop,Hotel,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
706,Pratapgarh,Rajasthan,35422.0,24.0333495,74.7801315,0,Food Hubs,Scenic Lookout,Motorcycle Shop,Food Truck,Food Stand,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
707,Lingsugur,Karnataka,35411.0,16.1563,76.5242,2,ATM Hubs,ATM,Bus Station,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
708,Palia Kalan,Uttar Pradesh,35029.0,28.4687941,80.57322881003967,1,Stations,ATM,Train Station,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
709,Wokha,Nagaland,35004.0,26.166667,94.25,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
710,Rajpipla,Gujarat,34923.0,21.8697448,73.5048135,0,Food Hubs,Bus Station,Shopping Mall,Fast Food Restaurant,Women's Store,Construction & Landscaping,Factory,Falafel Restaurant,Farm,Farmers Market,Field
711,Vijayapura,Karnataka,34866.0,16.666667,75.916667,2,ATM Hubs,ATM,Business Service,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
712,Rawatbhata,Rajasthan,34690.0,24.9345886,75.58832779999999,2,ATM Hubs,Scenic Lookout,ATM,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
713,Sangaria,Rajasthan,34537.0,29.7931482,74.4663078,0,Food Hubs,Fast Food Restaurant,Clothing Store,Department Store,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Field
714,Paithan,Maharashtra,34518.0,19.5836675,75.43044617744494,3,Mobile Stores and Women utility,Mobile Phone Shop,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
715,Rahuri,Maharashtra,34476.0,19.40453175,74.61005747867655,0,Food Hubs,Bookstore,Juice Bar,ATM,Snack Place,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
716,Patti,Punjab,34444.0,31.4419916,75.93080520000001,4,Indian Cuisine Restaurants,Indian Restaurant,Rest Area,ATM,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
717,Zaidpur,Uttar Pradesh,34443.0,26.8305827,81.3296301,0,Food Hubs,Music Venue,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store,Women's Store
718,Lalsot,Rajasthan,34363.0,26.5630662,76.32813279999999,2,ATM Hubs,ATM,Hotel,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
719,Maihar,Madhya Pradesh,34342.0,24.260444,80.75927490000001,1,Stations,Movie Theater,Train Station,Historic Site,Women's Store,Field,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
720,Vedaranyam,Tamil Nadu,34266.0,10.42794765,79.74895829623101,0,Food Hubs,Bus Station,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fish & Chips Shop
721,Nawapur,Maharashtra,34207.0,21.21136955,73.96372877781741,4,Indian Cuisine Restaurants,Indian Restaurant,Mobile Phone Shop,Train Station,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
722,Solan,Himachal Pradesh,34206.0,30.92589585,77.08200509063623,0,Food Hubs,Café,Fast Food Restaurant,Indian Restaurant,Resort,Pizza Place,Trail,Travel & Transport,Mountain,Flea Market,Fish & Chips Shop
723,Vapi,Gujarat,34162.0,20.3735482,72.9084376,0,Food Hubs,Indian Restaurant,Pizza Place,Ice Cream Shop,Hotel,Fast Food Restaurant,Beach,Train Station,Arcade,Farmers Market,Bus Station
724,Sanawad,Madhya Pradesh,34114.0,22.1777783,76.0737911,0,Food Hubs,ATM,Breakfast Spot,Hotel,River,Women's Store,Field,Fabric Shop,Factory,Falafel Restaurant,Farm
725,Revelganj,Bihar,34042.0,25.7769093,84.68234857980572,0,Food Hubs,ATM,Platform,Electronics Store,Asian Restaurant,Coffee Shop,Bar,Women's Store,Fish & Chips Shop,Farm,Farmers Market
726,Tuljapur,Maharashtra,34011.0,17.8773893,76.10316542109956,3,Mobile Stores and Women utility,ATM,Mobile Phone Shop,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
727,Simdega,Jharkhand,33981.0,22.666432500000003,84.55026791192209,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
728,Musabani,Jharkhand,33980.0,22.55868615,86.40966796396881,1,Stations,ATM,Train Station,Farmers Market,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Fast Food Restaurant,Field
729,Kodungallur,Kerala,33935.0,10.29073585,76.15251859757683,4,Indian Cuisine Restaurants,Indian Restaurant,Asian Restaurant,Multiplex,Bus Station,Clothing Store,Fireworks Store,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
730,Phulabani,Odisha,33890.0,20.50756595,84.22731067744127,2,ATM Hubs,ATM,Hotel,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
731,Umreth,Gujarat,33762.0,22.6990518,73.115045,0,Food Hubs,Health & Beauty Service,Bus Station,Women's Store,Exhibit,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
732,Narsipatnam,Andhra Pradesh,33757.0,17.64070945,82.61598715403707,0,Food Hubs,ATM,Motorcycle Shop,Breakfast Spot,Vegetarian / Vegan Restaurant,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market
733,Nautanwa,Uttar Pradesh,33753.0,27.30068725,83.44904972788568,4,Indian Cuisine Restaurants,Indian Restaurant,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fish & Chips Shop
734,Rajgir,Bihar,33738.0,25.035002600000002,85.36611304861461,0,Food Hubs,Hotel,Mountain,ATM,Nature Preserve,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
735,Yellandu,Telangana,33732.0,17.5915639,80.32168850000001,0,Food Hubs,Department Store,Women's Store,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
736,Sathyamangalam,Tamil Nadu,33722.0,11.5523741,77.26537576524208,0,Food Hubs,Mountain,Indian Restaurant,Athletics & Sports,Bakery,Bus Station,Diner,River,Field,Falafel Restaurant,Farm
737,Pilibanga,Rajasthan,33608.0,29.4916223,74.07902490000001,1,Stations,Train Station,Women's Store,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
738,Morshi,Maharashtra,33607.0,21.27976725,77.94353140077885,3,Mobile Stores and Women utility,ATM,Mobile Phone Shop,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
739,Pehowa,Haryana,33564.0,29.99841015,76.55831215630047,2,ATM Hubs,ATM,Furniture / Home Store,Bank,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
740,Sonepur,Bihar,33490.0,25.69692585,85.13577199672577,0,Food Hubs,Indian Restaurant,Hotel,Café,Fast Food Restaurant,Multiplex,American Restaurant,Chinese Restaurant,Department Store,Train Station,Juice Bar
741,Pappinisseri,Kerala,33273.0,11.944319300000002,75.344481,0,Food Hubs,Shopping Mall,Beach,Indian Restaurant,Bakery,Coffee Shop,Fast Food Restaurant,Restaurant,Indie Movie Theater,Bus Station,Café
742,Zamania,Uttar Pradesh,33243.0,25.45528745,83.66927939185426,1,Stations,Train Station,ATM,Platform,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
743,Mihijam,Jharkhand,33236.0,23.8526044,86.8788101,1,Stations,Train Station,Women's Store,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
744,Purna,Maharashtra,33225.0,19.18104375,76.99403314900697,3,Mobile Stores and Women utility,Mobile Phone Shop,Platform,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
745,Puliyankudi,Tamil Nadu,33187.0,9.0341147,77.43657950000001,0,Food Hubs,Platform,ATM,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
746,"Shikarpur, Bulandshahr",Uttar Pradesh,33187.0,28.232547200000003,78.06369828004242,2,ATM Hubs,ATM,Pizza Place,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
747,Umaria,Madhya Pradesh,33114.0,23.64319305,80.94239522009255,0,Food Hubs,Resort,Hotel,Fireworks Store,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
748,Naugawan Sadat,Uttar Pradesh,32954.0,29.003136600000005,78.4045848,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
749,Fatehpur Sikri,Uttar Pradesh,32905.0,27.091165500000002,77.6623984,0,Food Hubs,Historic Site,Sculpture Garden,Border Crossing,Castle,Hotel,Bed & Breakfast,Field,Factory,Falafel Restaurant,Farm
750,Manuguru,Telangana,32893.0,17.9271694,80.8094945,0,Food Hubs,Movie Theater,Multiplex,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
